Student_ID_random,Course_ID,time,Concentration,Cluster,Academic_year,Period
2445,COR1004,20145,NA,Philosophy,2014-2015,5
108,SAS2002,20141,SSC,NA,2014-2015,1
2246,COR1005,20174,NA,Methods,2017-2018,4
25,SSC1026,20112,NA,NA,2011-2012,2
64,SSC1009,20091,SSC,Governance,2009-2010,1
453,SCI2012,20084,SCI,Globalization & SD,2008-2009,4
562,SSC1005,20082,SSC,Psychology,2008-2009,2
166,SAH3002,20154,HUM,NA,2015-2016,4
2007,SAS2002,20154,SSC,NA,2015-2016,4
2256,SCI2010,20084,SCI,Mathematics,2008-2009,4
1501,EXT0001,20101,NA,NA,2010-2011,1
968,SSC3002,20105,SSC,Int. Relations,2010-2011,5
1195,SSC3036,20141,SSC,Int. Relations,2014-2015,1
348,SAH2001,20141,HUM,NA,2014-2015,1
1319,PRO2004,20083,NA,Skills,2008-2009,3
901,SSC2004,20135,SSC,Psychology,2013-2014,5
1260,SSC1009,20151,SSC,Governance,2015-2016,1
784,CAP3000,20124,NA,NA,2012-2013,4
2319,COR1002,20105,NA,Philosophy,2010-2011,5
964,COR1003,20124,NA,History,2012-2013,4
1033,COR1004,20135,NA,Philosophy,2013-2014,5
2002,SSC2034,20071,SSC,International Law,2007-2008,1
1369,SSC3030,20101,SSC,International Law,2010-2011,1
2233,SSC3032,20132,SSC,Int. Relations,2013-2014,2
1577,SSC2037,20084,SSC,Int. Relations,2008-2009,4
1401,SSC1003,20151,SSC,Sociology,2015-2016,1
583,EBC2093,20104,NA,NA,2010-2011,4
1644,SSC3050,20122,SSC,Int. Relations,2012-2013,2
1703,SCI3046,20145,SCI,Psychology,2014-2015,5
95,SKI2085,20094,NA,Methods,2009-2010,4
1266,PRO1011,20106,NA,NA,2010-2011,6
1012,SSC3002,20071,SSC,Int. Relations,2007-2008,1
2514,SSC2046,20131,SSC,Globalization & SD,2013-2014,1
767,EBC2041,20104,NA,NA,2010-2011,4
2469,SKI2083,20175,NA,Skills,2017-2018,5
1337,HUM1007,20112,HUM,Philosophy,2011-2012,2
512,SAS3003,20124,SSC,NA,2012-2013,4
2321,HUM1007,20142,HUM,Philosophy,2014-2015,2
28,UCLCLC269,20071,NA,NA,2007-2008,1
1197,SSC2019,20082,SSC,Psychology,2008-2009,2
1642,SCI2012,20114,SCI,Globalization & SD,2011-2012,4
1642,PRO2004,20113,NA,Skills,2011-2012,3
2432,SSC1029,20171,SSC,Sociology,2017-2018,1
1306,SSC3012,20162,SSC,Int. Relations,2016-2017,2
2530,SSC2022,20085,SSC,Business,2008-2009,5
2022,SSC2028,20152,SSC,Sociology,2015-2016,2
1667,SKI2083,20175,NA,Skills,2017-2018,5
1213,COR1003,20094,NA,History,2009-2010,4
2124,SAE0004,20094,NA,NA,2009-2010,4
1875,SCI2012,20114,SCI,Globalization & SD,2011-2012,4
1420,SSC3032,20095,SSC,Int. Relations,2009-2010,5
1164,COR1005,20104,NA,Methods,2010-2011,4
1546,PRO1010,20133,NA,Skills,2013-2014,3
447,SCI1016,20132,SCI,Globalization & SD,2013-2014,2
2469,SKI2085,20171,NA,Methods,2017-2018,1
2103,COR1002,20155,NA,Philosophy,2015-2016,5
616,PRO1010,20106,NA,Skills,2010-2011,6
1690,SKI1007,20082,NA,NA,2008-2009,2
423,SSC3017,20154,SSC,Business,2015-2016,4
1234,COR1003,20154,NA,History,2015-2016,4
890,SSC1002,20095,NA,NA,2009-2010,5
170,COR1005,20091,NA,Methods,2009-2010,1
885,SSC3032,20132,SSC,Int. Relations,2013-2014,2
1639,HUM2052,20125,HUM,Philosophy,2012-2013,5
1815,SAS3003,20141,SSC,NA,2014-2015,1
1799,HUM2051,20164,HUM,Philosophy,2016-2017,4
880,SCI1016,20122,SCI,Globalization & SD,2012-2013,2
1430,UCEXTE0847,20071,NA,NA,2007-2008,1
1364,SSC2036,20162,SSC,Business,2016-2017,2
1773,SCI2034,20094,SCI,Psychology,2009-2010,4
854,HUM3045,20141,HUM,Philosophy,2014-2015,1
1170,SSC3032,20085,SSC,Int. Relations,2008-2009,5
1451,SKI2007,20141,NA,Skills,2014-2015,1
1709,SSC2018,20164,SSC,Business,2016-2017,4
931,SCI1006,20115,NA,NA,2011-2012,5
1690,HUM3045,20102,HUM,Philosophy,2010-2011,2
623,COR1004,20152,NA,Philosophy,2015-2016,2
1798,COR1003,20171,NA,History,2017-2018,1
164,SSC2051,20105,NA,NA,2010-2011,5
1877,SKI2049,20081,NA,Skills,2008-2009,1
1075,PRO2003,20083,NA,Skills,2008-2009,3
1560,SSC3040,20125,SSC,Sociology,2012-2013,5
318,EBC2082,20131,NA,NA,2013-2014,1
772,SSC1025,20114,SSC,Governance,2011-2012,4
1780,SSC2027,20081,SSC,Sociology,2008-2009,1
2314,SSC3030,20141,SSC,International Law,2014-2015,1
614,KEN1530,20115,NA,NA,2011-2012,5
2147,CAP3000,20104,NA,NA,2010-2011,4
1110,HUM2008,20081,HUM,Philosophy,2008-2009,1
2413,SSC3012,20102,SSC,Int. Relations,2010-2011,2
2451,PRO1010,20093,NA,Skills,2009-2010,3
879,SSC2039,20144,SSC,Philosophy,2014-2015,4
2107,MAT3001,20161,NA,NA,2016-2017,1
1960,UGR2001,20104,NA,Methods,2010-2011,4
2408,SSC2043,20155,SSC,Economics,2015-2016,5
771,HUM2043,20155,HUM,Cultural Studies,2015-2016,5
547,SSC3044,20141,SSC,Business,2014-2015,1
2536,SKI1004,20094,NA,Methods,2009-2010,4
2354,COR1005,20151,NA,Methods,2015-2016,1
86,SKI1005,20145,NA,Methods,2014-2015,5
1525,SSC2048,20172,SSC,Economics,2017-2018,2
2167,COR1004,20172,NA,Philosophy,2017-2018,2
55,SSC2036,20092,SSC,Business,2009-2010,2
813,PRO2003,20153,NA,Skills,2015-2016,3
18,UGR2001,20144,NA,Methods,2014-2015,4
983,SKI1005,20085,NA,Methods,2008-2009,5
1186,SAS3001,20114,SSC,NA,2011-2012,4
1733,EBC2048,20174,NA,NA,2017-2018,4
2364,SKI1005,20095,NA,Methods,2009-2010,5
924,SSC2037,20144,SSC,Int. Relations,2014-2015,4
438,SSC1002,20092,NA,NA,2009-2010,2
1740,SSC2064,20154,SSC,Governance,2015-2016,4
2315,COR1002,20125,NA,Philosophy,2012-2013,5
2071,SSC1029,20171,SSC,Sociology,2017-2018,1
1020,PRO2004,20136,NA,Skills,2013-2014,6
1314,PRO1011,20126,NA,NA,2012-2013,6
922,HUM2013,20092,HUM,Cultural Studies,2009-2010,2
1756,LAN2000,20151,NA,NA,2015-2016,1
931,HUM2044,20105,HUM,Philosophy,2010-2011,5
1584,PRO2003,20123,NA,Skills,2012-2013,3
408,SCI2012,20144,SCI,Globalization & SD,2014-2015,4
1946,SSC1007,20105,SSC,International Law,2010-2011,5
1809,SCI1016,20102,SCI,Globalization & SD,2010-2011,2
1527,HUM1007,20071,HUM,Philosophy,2007-2008,1
1358,SKI1004,20114,NA,Methods,2011-2012,4
901,SKI1009,20125,NA,Skills,2012-2013,5
1730,SKI2083,20175,NA,Skills,2017-2018,5
1797,LAN2000,20144,NA,NA,2014-2015,4
2268,PRO2004,20103,NA,Skills,2010-2011,3
666,SSC2043,20081,SSC,Economics,2008-2009,1
1208,SSC3023,20124,SSC,Philosophy,2012-2013,4
1500,SAE0003,20091,NA,NA,2009-2010,1
512,SSC2062,20144,SSC,Psychology,2014-2015,4
2022,SAH3001,20144,HUM,NA,2014-2015,4
985,SAS3003,20131,SSC,NA,2013-2014,1
2122,SSC3011,20144,SSC,Governance,2014-2015,4
576,LAN2000,20144,NA,NA,2014-2015,4
1096,SSC2052,20164,SSC,Economics,2016-2017,4
854,SAS2002,20151,SSC,NA,2015-2016,1
1693,PRO1011,20106,NA,NA,2010-2011,6
1170,SCI2012,20071,SCI,Globalization & SD,2007-2008,1
54,SSC3038,20124,SSC,Sociology,2012-2013,4
2132,SCI2012,20164,SCI,Globalization & SD,2016-2017,4
2389,SKI2007,20071,NA,Skills,2007-2008,1
1412,PRO2007,20086,NA,NA,2008-2009,6
1884,SSC1027,20112,SSC,Economics,2011-2012,2
2512,SKI1008,20111,NA,Skills,2011-2012,1
1135,SKI1008,20161,NA,Skills,2016-2017,1
2295,SKI1007,20071,NA,NA,2007-2008,1
209,SSC3011,20084,SSC,Governance,2008-2009,4
601,SKI3051,20082,NA,Skills,2008-2009,2
679,SSC2046,20141,SSC,Globalization & SD,2014-2015,1
2190,SSC2038,20174,SSC,Economics,2017-2018,4
1337,PRO3008,20133,NA,Skills,2013-2014,3
391,SSC1006,20101,SSC,Int. Relations,2010-2011,1
1943,SKI1008,20104,NA,Skills,2010-2011,4
1864,HUM2046,20091,HUM,Sociology,2009-2010,1
2359,UCLCLC208,20082,NA,NA,2008-2009,2
755,SSC2064,20174,SSC,Governance,2017-2018,4
787,COR1004,20071,NA,Philosophy,2007-2008,1
1727,SAC2003,20124,SCI,NA,2012-2013,4
1590,SCI2022,20151,SCI,Biomedical Sciences,2015-2016,1
238,PRO1010,20103,NA,Skills,2010-2011,3
569,SSC3051,20135,SSC,Int. Relations,2013-2014,5
2416,PRO1012,20146,NA,Methods,2014-2015,6
619,PRO1012,20176,NA,Methods,2017-2018,6
2409,COR1005,20124,NA,Methods,2012-2013,4
1445,PRO1012,20156,NA,Methods,2015-2016,6
1879,SSC1025,20124,SSC,Governance,2012-2013,4
104,SCI2002,20171,SCI,Mathematics,2017-2018,1
2411,SSC3012,20102,SSC,Int. Relations,2010-2011,2
403,HUM3019,20084,HUM,History,2008-2009,4
1286,SKI2084,20122,NA,Skills,2012-2013,2
796,SKI2083,20105,NA,Skills,2010-2011,5
1415,SSC1025,20164,SSC,Governance,2016-2017,4
2159,SAC3003,20141,SCI,NA,2014-2015,1
1517,HUM2043,20085,HUM,Cultural Studies,2008-2009,5
1934,SKI1008,20171,NA,Skills,2017-2018,1
832,SSC1027,20142,SSC,Economics,2014-2015,2
2492,SKI1004,20164,NA,Methods,2016-2017,4
2441,SAS3004,20131,SSC,NA,2013-2014,1
1218,SSC3040,20165,SSC,Sociology,2016-2017,5
1613,SCI2034,20142,SCI,Psychology,2014-2015,2
1397,SKI1008,20161,NA,Skills,2016-2017,1
130,SKI1004,20134,NA,Methods,2013-2014,4
2442,SKI2049,20124,NA,Skills,2012-2013,4
1756,SAS3005,20161,SSC,NA,2016-2017,1
1786,HUM2054,20144,HUM,Philosophy,2014-2015,4
775,PRO3008,20166,NA,Skills,2016-2017,6
2277,COR1002,20085,NA,Philosophy,2008-2009,5
1909,SKI1009,20102,NA,Skills,2010-2011,2
405,COR1004,20102,NA,Philosophy,2010-2011,2
1489,PRO1012,20166,NA,Methods,2016-2017,6
2172,SKI2049,20105,NA,Skills,2010-2011,5
1300,SAS2002,20151,SSC,NA,2015-2016,1
938,SSC3032,20115,SSC,Int. Relations,2011-2012,5
331,HUM2031,20165,HUM,Cultural Studies,2016-2017,5
2367,COR1003,20151,NA,History,2015-2016,1
858,SSC3040,20165,SSC,Sociology,2016-2017,5
1231,SSC2043,20165,SSC,Economics,2016-2017,5
996,CAP3000,20154,NA,NA,2015-2016,4
1522,SSC2043,20135,SSC,Economics,2013-2014,5
452,PRO3006,20133,NA,Skills,2013-2014,3
1183,HUM2055,20132,HUM,History,2013-2014,2
646,HUM2022,20162,HUM,Cultural Studies,2016-2017,2
2534,LAN2000,20154,NA,NA,2015-2016,4
2537,SKI1005,20155,NA,Methods,2015-2016,5
716,COR1002,20115,NA,Philosophy,2011-2012,5
734,UCEXTE1377,20082,NA,NA,2008-2009,2
1475,SSC3012,20142,SSC,Int. Relations,2014-2015,2
80,SCI1016,20082,SCI,Globalization & SD,2008-2009,2
2074,COR1005,20111,NA,Methods,2011-2012,1
2102,SSC3040,20071,SSC,Sociology,2007-2008,1
1441,COR1004,20071,NA,Philosophy,2007-2008,1
1284,SKI1008,20111,NA,Skills,2011-2012,1
2324,LAN2000,20164,NA,NA,2016-2017,4
2402,SKI1007,20082,NA,NA,2008-2009,2
1845,HUM2046,20091,HUM,Sociology,2009-2010,1
1241,PRO1010,20093,NA,Skills,2009-2010,3
2277,HUM2014,20092,HUM,Philosophy,2009-2010,2
1142,COR1003,20161,NA,History,2016-2017,1
2407,SSC3015,20095,NA,NA,2009-2010,5
1207,COR1002,20155,NA,Philosophy,2015-2016,5
1103,SSC1026,20092,NA,NA,2009-2010,2
493,SKI3002,20082,NA,Skills,2008-2009,2
1111,SKI2085,20121,NA,Methods,2012-2013,1
1250,SKI1005,20145,NA,Methods,2014-2015,5
1531,SKI2049,20071,NA,Skills,2007-2008,1
1213,PRO3009,20106,NA,Methods,2010-2011,6
2528,SKI2084,20155,NA,Skills,2015-2016,5
333,SKI2007,20071,NA,Skills,2007-2008,1
2493,SKI2084,20132,NA,Skills,2013-2014,2
2520,COR1004,20105,NA,Philosophy,2010-2011,5
599,SAS2002,20151,SSC,NA,2015-2016,1
1773,PRO2004,20096,NA,Skills,2009-2010,6
723,PRO1010,20153,NA,Skills,2015-2016,3
2228,COR1002,20071,NA,Philosophy,2007-2008,1
1090,SSC1001,20091,NA,NA,2009-2010,1
353,HUM2046,20091,HUM,Sociology,2009-2010,1
1609,COR1005,20071,NA,Methods,2007-2008,1
2335,SSC2026,20135,NA,NA,2013-2014,5
1162,EBC2063,20102,NA,NA,2010-2011,2
2202,SSC1029,20171,SSC,Sociology,2017-2018,1
1038,SKI1008,20111,NA,Skills,2011-2012,1
492,SSC2006,20124,SSC,Psychology,2012-2013,4
1767,SSC1009,20141,SSC,Governance,2014-2015,1
630,COR1004,20071,NA,Philosophy,2007-2008,1
2427,PRO2004,20103,NA,Skills,2010-2011,3
2274,SKI1007,20071,NA,NA,2007-2008,1
1277,SKI2007,20174,NA,Skills,2017-2018,4
853,PRO1009,20086,NA,NA,2008-2009,6
2055,SAS2003,20131,SSC,NA,2013-2014,1
1796,SSC2039,20144,SSC,Philosophy,2014-2015,4
2257,SKI2084,20172,NA,Skills,2017-2018,2
1177,COR1005,20091,NA,Methods,2009-2010,1
426,SCI2012,20134,SCI,Globalization & SD,2013-2014,4
2039,SAS3003,20154,SSC,NA,2015-2016,4
770,COR1003,20094,NA,History,2009-2010,4
182,SSC2066,20175,SSC,International Law,2017-2018,5
31,SKI1004,20164,NA,Methods,2016-2017,4
1285,SKI2049,20171,NA,Skills,2017-2018,1
201,SKI2007,20114,NA,Skills,2011-2012,4
1208,SSC1026,20102,NA,NA,2010-2011,2
1585,SSC2024,20122,SSC,International Law,2012-2013,2
2300,SSC2037,20084,SSC,Int. Relations,2008-2009,4
885,SAH2001,20124,HUM,NA,2012-2013,4
992,SSC1027,20115,SSC,Economics,2011-2012,5
17,SSC1005,20171,SSC,Psychology,2017-2018,1
1142,SSC1025,20164,SSC,Governance,2016-2017,4
592,SKI1004,20114,NA,Methods,2011-2012,4
1727,SCI3004,20114,NA,NA,2011-2012,4
978,SSC2019,20162,SSC,Psychology,2016-2017,2
1385,COR1003,20084,NA,History,2008-2009,4
953,PRO2003,20136,NA,Skills,2013-2014,6
2057,HUM2051,20144,HUM,Philosophy,2014-2015,4
2512,SKI3002,20122,NA,Skills,2012-2013,2
2061,SKI1005,20115,NA,Methods,2011-2012,5
45,PRO2004,20163,NA,Skills,2016-2017,3
1516,SSC1009,20141,SSC,Governance,2014-2015,1
919,PRO2003,20133,NA,Skills,2013-2014,3
822,PRO2004,20173,NA,Skills,2017-2018,3
704,CAP3000,20071,NA,NA,2007-2008,1
1813,SKI1004,20071,NA,Methods,2007-2008,1
2357,COR1004,20122,NA,Philosophy,2012-2013,2
2048,SKI1009,20092,NA,Skills,2009-2010,2
668,PRO2004,20071,NA,Skills,2007-2008,1
726,SSC1006,20165,SSC,Int. Relations,2016-2017,5
2354,SAC2002,20161,SCI,NA,2016-2017,1
2022,SAS2001,20144,SSC,NA,2014-2015,4
1054,EXT0001,20131,NA,NA,2013-2014,1
272,SKI1009,20162,NA,Skills,2016-2017,2
1890,HUM1011,20081,HUM,Cultural Studies,2008-2009,1
457,SKI1008,20161,NA,Skills,2016-2017,1
1931,HUM2003,20131,HUM,Sociology,2013-2014,1
308,COR1003,20174,NA,History,2017-2018,4
1097,PRO3008,20166,NA,Skills,2016-2017,6
993,PRO2004,20163,NA,Skills,2016-2017,3
1536,SKI1004,20144,NA,Methods,2014-2015,4
1345,SKI3051,20082,NA,Skills,2008-2009,2
1301,PRO3006,20083,NA,Skills,2008-2009,3
1366,SSC1025,20134,SSC,Governance,2013-2014,4
2369,SKI1005,20095,NA,Methods,2009-2010,5
2150,SSC3038,20124,SSC,Sociology,2012-2013,4
788,SSC1003,20141,SSC,Sociology,2014-2015,1
2220,SSC2043,20081,SSC,Economics,2008-2009,1
661,SKI2012,20094,NA,NA,2009-2010,4
296,SSC1005,20082,SSC,Psychology,2008-2009,2
441,COR1003,20154,NA,History,2015-2016,4
349,SCI2012,20094,SCI,Globalization & SD,2009-2010,4
867,SSC1006,20115,SSC,Int. Relations,2011-2012,5
852,UCEXTE1306,20082,NA,NA,2008-2009,2
136,SSC1028,20132,NA,NA,2013-2014,2
1930,PRO1010,20143,NA,Skills,2014-2015,3
1743,SKI1004,20084,NA,Methods,2008-2009,4
1547,SAS3001,20161,SSC,NA,2016-2017,1
2380,SSC2012,20095,NA,NA,2009-2010,5
2042,SSC3047,20092,SSC,Globalization & SD,2009-2010,2
1413,SKI1004,20154,NA,Methods,2015-2016,4
77,SAS2001,20161,SSC,NA,2016-2017,1
1094,SSC3053,20175,SSC,Business,2017-2018,5
458,SSC1006,20125,SSC,Int. Relations,2012-2013,5
1890,COR1004,20082,NA,Philosophy,2008-2009,2
2099,SSC3032,20082,SSC,Int. Relations,2008-2009,2
2350,LAN2001,20161,NA,NA,2016-2017,1
331,SKI2083,20155,NA,Skills,2015-2016,5
359,SKI1009,20172,NA,Skills,2017-2018,2
1916,SAE0004,20101,NA,NA,2010-2011,1
520,SAS3001,20121,SSC,NA,2012-2013,1
1610,COR1003,20071,NA,History,2007-2008,1
1902,SKI2079,20111,NA,Methods,2011-2012,1
1048,SKI1005,20175,NA,Methods,2017-2018,5
1152,SAS2001,20171,SSC,NA,2017-2018,1
2300,SSC2012,20085,NA,NA,2008-2009,5
669,SSC1007,20162,SSC,International Law,2016-2017,2
1562,COR1003,20114,NA,History,2011-2012,4
583,SKI2007,20081,NA,Skills,2008-2009,1
1074,PRO2003,20136,NA,Skills,2013-2014,6
1798,SKI1009,20172,NA,Skills,2017-2018,2
595,SKI2049,20111,NA,Skills,2011-2012,1
1944,PRO1011,20136,NA,NA,2013-2014,6
450,PRO1009,20086,NA,NA,2008-2009,6
2223,SKI1009,20142,NA,Skills,2014-2015,2
651,SIK2000,20151,NA,NA,2015-2016,1
618,HUM2018,20162,HUM,Sociology,2016-2017,2
1493,SAH2001,20121,HUM,NA,2012-2013,1
877,SSC2039,20144,SSC,Philosophy,2014-2015,4
485,PRO2003,20133,NA,Skills,2013-2014,3
1923,SSC1027,20162,SSC,Economics,2016-2017,2
353,CAP3000,20094,NA,NA,2009-2010,4
120,PRO2012,20176,NA,Skills,2017-2018,6
1994,SAH3001,20151,HUM,NA,2015-2016,1
2085,SSC3012,20102,SSC,Int. Relations,2010-2011,2
231,SSC3032,20125,SSC,Int. Relations,2012-2013,5
917,SKI3052,20172,NA,Methods,2017-2018,2
155,HUM2046,20091,HUM,Sociology,2009-2010,1
2467,SKI2049,20091,NA,Skills,2009-2010,1
1124,SKI1007,20071,NA,NA,2007-2008,1
2030,COR1003,20111,NA,History,2011-2012,1
1317,LAN2001,20154,NA,NA,2015-2016,4
963,PRO3008,20126,NA,Skills,2012-2013,6
951,SSC2037,20174,SSC,Int. Relations,2017-2018,4
1041,SCI2002,20171,SCI,Mathematics,2017-2018,1
2100,SCI2018,20162,SCI,Mathematics,2016-2017,2
4,COR1004,20112,NA,Philosophy,2011-2012,2
2459,COR1004,20135,NA,Philosophy,2013-2014,5
1424,SSC2046,20151,SSC,Globalization & SD,2015-2016,1
2095,COR1005,20121,NA,Methods,2012-2013,1
1143,PRO2007,20106,NA,NA,2010-2011,6
1275,CAP3000,20131,NA,NA,2013-2014,1
850,SKI1007,20082,NA,NA,2008-2009,2
2339,HUM1003,20071,HUM,Cultural Studies,2007-2008,1
1116,PRO1010,20153,NA,Skills,2015-2016,3
1195,HUM1010,20132,HUM,International Law,2013-2014,2
1124,SSC2018,20071,SSC,Business,2007-2008,1
1899,COR1002,20142,NA,Philosophy,2014-2015,2
1755,SSC1002,20095,NA,NA,2009-2010,5
1888,SAS2004,20111,SSC,NA,2011-2012,1
515,SKI2007,20101,NA,Skills,2010-2011,1
337,SSC2046,20131,SSC,Globalization & SD,2013-2014,1
119,SAE0003,20091,NA,NA,2009-2010,1
343,SCI2034,20094,SCI,Psychology,2009-2010,4
2292,SKI2083,20125,NA,Skills,2012-2013,5
307,UGR3003,20164,NA,Skills,2016-2017,4
1234,SSC2046,20151,SSC,Globalization & SD,2015-2016,1
2380,SSC1006,20095,SSC,Int. Relations,2009-2010,5
984,SSC2022,20085,SSC,Business,2008-2009,5
1190,SKI1004,20124,NA,Methods,2012-2013,4
696,SKI1006,20071,NA,NA,2007-2008,1
1095,PRO1012,20146,NA,Methods,2014-2015,6
1297,SSC1006,20155,SSC,Int. Relations,2015-2016,5
562,SSC3011,20104,SSC,Governance,2010-2011,4
1998,HUM1003,20071,HUM,Cultural Studies,2007-2008,1
2021,SSC2008,20175,SSC,Business,2017-2018,5
475,SSC2028,20142,SSC,Sociology,2014-2015,2
127,SAS2001,20141,SSC,NA,2014-2015,1
487,SKI2026,20091,NA,NA,2009-2010,1
2231,UCEXTE0996,20071,NA,NA,2007-2008,1
871,SSC2004,20125,SSC,Psychology,2012-2013,5
980,COR1002,20082,NA,Philosophy,2008-2009,2
2329,SKI2084,20112,NA,Skills,2011-2012,2
1392,HUM1003,20114,HUM,Cultural Studies,2011-2012,4
1441,SKI1007,20071,NA,NA,2007-2008,1
336,SKI2049,20091,NA,Skills,2009-2010,1
1487,SSC3038,20114,SSC,Sociology,2011-2012,4
559,SCI1016,20122,SCI,Globalization & SD,2012-2013,2
562,PRO3006,20103,NA,Skills,2010-2011,3
160,EBC2100,20171,NA,NA,2017-2018,1
1395,CAP3000,20174,NA,NA,2017-2018,4
2056,SSC2050,20175,SSC,Psychology,2017-2018,5
1222,SSC2063,20165,SSC,Psychology,2016-2017,5
1182,SCI2034,20122,SCI,Psychology,2012-2013,2
361,PRO1011,20106,NA,NA,2010-2011,6
1365,HUM2025,20084,NA,NA,2008-2009,4
112,SSC1005,20174,SSC,Psychology,2017-2018,4
2206,SSC1026,20071,NA,NA,2007-2008,1
217,SCI3048,20135,SCI,Biomedical Sciences,2013-2014,5
1372,SCI2010,20114,SCI,Mathematics,2011-2012,4
823,SKI3002,20092,NA,Skills,2009-2010,2
417,COR1002,20092,NA,Philosophy,2009-2010,2
532,COR1005,20071,NA,Methods,2007-2008,1
2234,HUM3045,20131,HUM,Philosophy,2013-2014,1
1748,COR1005,20121,NA,Methods,2012-2013,1
735,SCI3033,20135,SCI,Biomedical Sciences,2013-2014,5
1536,SKI3052,20152,NA,Methods,2015-2016,2
1403,SSC1007,20082,SSC,International Law,2008-2009,2
2146,SKI2065,20141,NA,Methods,2014-2015,1
2049,CAP3000,20164,NA,NA,2016-2017,4
411,SAE0005,20094,NA,NA,2009-2010,4
2470,SSC2065,20175,SSC,Sociology,2017-2018,5
691,EBC2147,20142,NA,NA,2014-2015,2
1806,CAP3000,20141,NA,NA,2014-2015,1
7,PRO2004,20146,NA,Skills,2014-2015,6
1565,PRO2003,20136,NA,Skills,2013-2014,6
516,SSC2004,20115,SSC,Psychology,2011-2012,5
2145,HUM1007,20112,HUM,Philosophy,2011-2012,2
1312,PRO1010,20093,NA,Skills,2009-2010,3
2107,PRO2003,20146,NA,Skills,2014-2015,6
379,PRO1012,20156,NA,Methods,2015-2016,6
781,PRO1010,20173,NA,Skills,2017-2018,3
530,SSC2039,20084,SSC,Philosophy,2008-2009,4
816,HUM2043,20145,HUM,Cultural Studies,2014-2015,5
2271,SSC2039,20154,SSC,Philosophy,2015-2016,4
1608,SSC1007,20172,SSC,International Law,2017-2018,2
450,COR1002,20105,NA,Philosophy,2010-2011,5
2400,SKI1004,20084,NA,Methods,2008-2009,4
2542,SAS2002,20111,SSC,NA,2011-2012,1
585,PRO2004,20123,NA,Skills,2012-2013,3
137,SAE0005,20094,NA,NA,2009-2010,4
1781,SKI1008,20151,NA,Skills,2015-2016,1
160,SSC2018,20154,SSC,Business,2015-2016,4
1104,SAH2001,20161,HUM,NA,2016-2017,1
98,COR1002,20071,NA,Philosophy,2007-2008,1
1393,SKI2049,20111,NA,Skills,2011-2012,1
346,SSC3012,20162,SSC,Int. Relations,2016-2017,2
1601,SKI2007,20124,NA,Skills,2012-2013,4
382,SCI2010,20094,SCI,Mathematics,2009-2010,4
228,SSC3012,20162,SSC,Int. Relations,2016-2017,2
2046,SSC2039,20134,SSC,Philosophy,2013-2014,4
2214,HUM2013,20172,HUM,Cultural Studies,2017-2018,2
1136,SKI1005,20095,NA,Methods,2009-2010,5
1460,COR1003,20131,NA,History,2013-2014,1
1235,SKI1004,20094,NA,Methods,2009-2010,4
500,HUM3045,20092,HUM,Philosophy,2009-2010,2
1755,SAS2002,20104,SSC,NA,2010-2011,4
1928,HUM1011,20171,HUM,Cultural Studies,2017-2018,1
912,SSC1025,20174,SSC,Governance,2017-2018,4
1124,SSC1005,20071,SSC,Psychology,2007-2008,1
2010,SSC1007,20082,SSC,International Law,2008-2009,2
445,UGR3001,20171,NA,Methods,2017-2018,1
1559,SCI1016,20082,SCI,Globalization & SD,2008-2009,2
303,SCI1010,20141,SCI,Mathematics,2014-2015,1
795,PRO2004,20071,NA,Skills,2007-2008,1
1008,SAS1001,20124,SSC,NA,2012-2013,4
1662,SSC3045,20091,SSC,Business,2009-2010,1
2405,SKI1006,20071,NA,NA,2007-2008,1
1086,SKI1005,20135,NA,Methods,2013-2014,5
1382,SKI2084,20122,NA,Skills,2012-2013,2
128,HUM2008,20141,HUM,Philosophy,2014-2015,1
724,SSC2061,20172,SSC,Methods,2017-2018,2
1399,SSC2018,20144,SSC,Business,2014-2015,4
1096,SKI1008,20131,NA,Skills,2013-2014,1
1782,SSC1005,20141,SSC,Psychology,2014-2015,1
2046,SSC3012,20122,SSC,Int. Relations,2012-2013,2
1162,SSC2018,20071,SSC,Business,2007-2008,1
1345,SKI2049,20071,NA,Skills,2007-2008,1
2280,SKI2049,20171,NA,Skills,2017-2018,1
63,UCCRSSS224,20071,NA,NA,2007-2008,1
561,SKI2049,20085,NA,Skills,2008-2009,5
2386,SCI2034,20132,SCI,Psychology,2013-2014,2
1614,UCEXTE1264,20082,NA,NA,2008-2009,2
1578,CAP3000,20124,NA,NA,2012-2013,4
1058,SKI2086,20152,NA,Skills,2015-2016,2
2074,SSC2004,20125,SSC,Psychology,2012-2013,5
1157,EBC2100,20131,NA,NA,2013-2014,1
858,PRO1010,20153,NA,Skills,2015-2016,3
1818,SKI3002,20092,NA,Skills,2009-2010,2
2449,PRO2011,20153,NA,Skills,2015-2016,3
64,SSC1006,20085,SSC,Int. Relations,2008-2009,5
2464,PRO2004,20116,NA,Skills,2011-2012,6
1266,SAS2002,20121,SSC,NA,2012-2013,1
916,SSC2006,20164,SSC,Psychology,2016-2017,4
979,SSC2061,20142,SSC,Methods,2014-2015,2
1342,HUM2007,20145,HUM,History,2014-2015,5
809,UCEXTE0124,20084,NA,NA,2008-2009,4
2442,SKI2003,20115,NA,NA,2011-2012,5
1923,LAN2000,20161,NA,NA,2016-2017,1
624,COR1005,20131,NA,Methods,2013-2014,1
2497,PRO1010,20153,NA,Skills,2015-2016,3
